sentiment,label,content
love,1,@Penguin_J heehee. i love you! i am tired.
love,1,I love my dog so much.
love,1,@hotnizz WAH! Sayang...
love,1,Awww the boys have no beards?    I LIKED THEIR MANLY MAN-NESS [via @zepinklady] #asylm
love,1,"oh noes, my puma hoodie is coming apart  i love this thing!"
love,1,"@mitchelmusso Think you should do a tour in England, we dont got to see any aweomse people !!"
love,1,I KnO they're my guilty pleasure like shopping   @diorchick0420
love,1,@Kellyke28 You poor thing  Hang in there. -xxx- luf joe
love,1,awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;
love,1,@BrandFancier bitter?  why? *hug* xx
love,1,Just sitting waiting for my husband to get home
love,1,@Crazy_Cindy  BIG HUGGS
love,1,"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat."
love,1,@the5thletter i love dixie kitchen's peach wings and fried green tomatoes  i hope the one by river oaks stay open.
love,1,@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again
love,1,i wanna be love drunk
love,1,i love my new phone but hate that i didnt get my netbook today...
love,1,Feelin a little blue tonight.. Love might be good
love,1,i'm listening butterfly fly away  daddy i lov u mamma i lov ya
love,1,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc"
love,1,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck
love,1,going to the library. I miss u already!
love,1,"Every time I hear someone from Vancouver, it makes me follow them. I'm hopelessly in love with #vancouver"
love,1,Had wonderful company and a not so bad salad today at McDonalds for lunch. Now headed to my doctor's appt. booh hiss!
love,1,OMGoodness back to school soon FUN!
love,1,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x"
love,1,Zach G. gets an extensive profile in this weekend's NY Times Magazine. The chances of us falling in love are getting fewer and fewer.
love,1,@miztrouble89 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx
love,1,"@cultofdusty thats what i love about you, you are as SHAMELESS as i am lol and no  not yet..but it aint over yet either lol #frehleyfriday"
love,1,watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated
love,1,"@MandyyJiroux ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: xx"
love,1,@adlounge  Hey! Wanted to confirm we're still meeting at Rivoli @ 6pm?  I can only stay for an hour and a bit  #adlounge
love,1,@TaylaMe3 id poke u...on face book but u dont have 1  lol
love,1,awww holly  shes so cute! i hope they let her sing again!
love,1,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on
love,1,yay that was good umm reggie perrin next.. oh who cares no1's watching bbc1  lol
love,1,@murdeek  i met him! hes from where i live !!! he goes clubbing the same places lol! i dont get twittter
love,1,"@JonasBrothers MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love 'em all!"
love,1,@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!
love,1,"@marjorielu MISS YOU, TOO!"
love,1,"i forgot to put my work clothes in the dryer  also, i love my new slippers!"
love,1,"can't wait to watch the Tonight Show, this evening last one with Jay"
love,1,@lizzie123x aww sweetie  you could always take a break and read or write something happier that'll make you feel better
love,1,"@selenagomez Hey selena, i'm your brazilian fan, and i love you so much. you're my inspiration, please, reply me"
love,1,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl
love,1,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...
love,1,aww bless her  give her a chance ..
love,1,@Famousnae i know.  i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!
love,1,"@LILPARADIVA @spookyjenb and Em, my baby, starts kindergarten.  What a crazy summer it's going to be."
love,1,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick"
love,1,@Alexandria_Lee I loveee and missss my annie!!
love,1,"hey @mitchelmusso please reply me, i can't call you im from Mexico and i don't know the code  love you"
love,1,"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me"
love,1,@ChrisandCal Thats soooo pretty. Mine havnt flowered for years
love,1,joe: 2.30pm Kevin pics up a new pair of pjs :') PMSL i could have died!!! lmfaoo :') I MISS MY BOYS
love,1,aww @iCONtips you are too kind!! Hi sweetie! Are you guys out partying without me   I'm the only person who came to work 2nite lol
love,1,"@NiickJonas you are too, must be very nice city, you should have more girls to their feet!"
love,1,if i had one wish it would be for my friend J to not have to work
love,1,"@RikkAlaniz I'm glad he didn't get too hurt, I know some bad things can happen on motorcycles  you and everyone else are okay too, right?"
love,1,"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*"
love,1,"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys"
love,1,@HH4764 ...and there I miss you.
love,1,@Welshracer I loved him and he was in a mini
love,1,@Dichenlachman oh I love oreos!! U can't get many varieties in the uk
love,1,@unahealy i want to see you on tour!
love,1,"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3"
love,1,Awwwww  HE JUST WANTS A HUG!!!
love,1,"@crpitt    I am sending healthy, healing thoughts in the mumborg's direction."
love,1,@SexySkins Miss you!!
love,1,"@tommcfly It's 12AM! @buonotomato, @bluejeriberry and I are still up, sending you as much tweets as we can! Philippines tour please?"
love,1,NOOOO!!!  &quot;thehannabeth: i have a crush... ;)&quot;
love,1,getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can't wait that long though
love,1,"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season"
love,1,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.
love,1,"@Td_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It's horrible  Lol"
love,1,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite"
love,1,@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx
love,1,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week
love,1,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!"
love,1,"@kaylee2o3 HA! finally found someone I know! happy summer Kaylee, too bad I dont get to kick next to you anymore"
love,1,@SilveryBeing  *hug*
love,1,"@effyobie LOL. dood, i love you and miss you."
love,1,@Auggie5000 lmao boss ross don't come on out here  I love that man he was the truth
love,1,"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!"
love,1,@Mpisthename Kisses! or its screwed. i'll be a raggy old cat woman ha i'm pretty sure of it
love,1,@AYoungOne Yep that one works. I LOVE Potbelly but I can't get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks
love,1,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much
love,1,"@miligosa how fun!! I like the beach, but I tend to get really dark fast."
love,1,@NicoleApparatus no you can't. no you can't.   i'm just kidding. that was mean. i love you.
love,1,Dropped off Baby A for her 1st day in the Toddler Room this AM.  She's officially a toddler.  Growing up way too fast
love,1,@LaurenConrad    the hills is gunna be so different!! gl with your designing etc.
love,1,i love mandy moore so much  and also angela
love,1,aw. nick got his heart broken.  poor baby. i love you!
love,1,"@tommcfly i miss so much the old animations... i really loved Hercules, from Disney. haha by the way, awesome show yesterday, guys.  Xx"
love,1,Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...
love,1,"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies."
love,1,Noo! I Don't wanna leave! i love it here
love,1,I really like Lady GaGa's &quot;Paparazzi&quot;...  #whatshappening
love,1,"@meldeschene arnold, california.  aka the best place ever...wish you could come with!!!"
love,1,"Very happy that @pricy landed safely, I miss her already  http://myloc.me/205R"
hate,-1,"plan may changes , nooooooo"
hate,-1,A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux
hate,-1,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
hate,-1,"just woke up, I'm starving"
hate,-1,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!
hate,-1,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
hate,-1,omg!!! mcdonalds combo and wendys sundae = puke material
hate,-1,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
hate,-1,@juliaiiivir Hey! That's my school! I hate that place.
hate,-1,says BAD TRIP! (angry)  http://plurk.com/p/wxshi
hate,-1,got such sore feet
hate,-1,"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ..."
hate,-1,@hillaryhatt I never liked that boy  Jerms!
hate,-1,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
hate,-1,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money..  hate that hairdresser~~;("
hate,-1,my teeth and head hurts
hate,-1,Its weird being at the guy's house without them here. I don't like it
hate,-1,"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!"
hate,-1,@GoblinZA Can't access your site!
hate,-1,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
hate,-1,"Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
hate,-1,@mrgenius23 You win ... SIGH Rakeem
hate,-1,But why do I have to spend it in the office
hate,-1,Have you ever stepped on a slug by accident? I just did  I hate bugs
hate,-1,I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied
hate,-1,Hate these allergies! I don't like this time of year because of this! I never used to have this problem either
hate,-1,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.
hate,-1,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
hate,-1,Gday... Do you know if NHibernate has issues with COM Interop (VB6 &lt;-&gt; .Net Wrapper &lt;-&gt; .Net+NHibernate dll)? I'm getting crazy
hate,-1,@anant24121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
hate,-1,would wish the severe migrains would stop!!! doc's prescriptions arent working
hate,-1,@britblackbird  youstinkatrespondingtotexts!
hate,-1,stuck in huge traffic jam
hate,-1,The Taxi Q at Pelangi was super loooong.. and now I'm getting headaches because of the hot-cold transition
hate,-1,I hate this bit
hate,-1,woke up from bad dream.  grrrr
hate,-1,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
hate,-1,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him"
hate,-1,How cold is it out in Sydney tonight...
hate,-1,"bah, i h8 waking up"
hate,-1,@chuybe again your fault  i didnt make u leave
hate,-1,"i hate working, especially when the weather is good"
hate,-1,I hate doing homework
hate,-1,@markbuchholz the non-Europers managed to dump the sun here! its gonna be a hot time now!
hate,-1,and this stupid wireless wont work downstairs
hate,-1,@digicho I'm inclined to think it's stupid.
hate,-1,Wondering how come mcdonalds take so long to deliver my food.
hate,-1,My stomach is killing me do j can't sleep
hate,-1,Have to go to work  typical sunshine and deep sleep; stupid friday.
hate,-1,@tiffalo cuz airlines are super lame.
hate,-1,Bad internet. . . Its been down all night. . .
hate,-1,"@powertwitter Not a fan of the layout change of hyperlinks. I don't like the indentation and, well, I'm clicking and no link shows."
hate,-1,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
hate,-1,@meljachin: eww. dislike
hate,-1,Layin n bed with a headache  ughhhh...waitin on your call...
hate,-1,"@mrskutcher  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
hate,-1,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
hate,-1,@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.
hate,-1,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
hate,-1,@AravindJose thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank
hate,-1,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes"
hate,-1,my roommate @tess_tickle loves to ignore me
hate,-1,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
hate,-1,It is so annoying when she starts typing on her computer in the middle of the night!
hate,-1,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry
hate,-1,@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!
hate,-1,I hate it when this computer screws up and decides not to play sound on videos
hate,-1,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
hate,-1,Waiting for my driver! Hate to wait!!!!!
hate,-1,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
hate,-1,rah rah. youtube isn't working again. oh great
hate,-1,@WoWInsider I would be playing my old rogue but a friend took the account and could not get it back
hate,-1,feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!
hate,-1,"wants to move to QLD already, this cold weather is killing me"
hate,-1,"@stevecruzblog  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?"
hate,-1,Hates having to sleep alone
hate,-1,Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?
hate,-1,@Kikirowr Downside though is that you're breaking the thread.
hate,-1,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
hate,-1,@GGSerena boo you didnt answer my text
hate,-1,Ugh! I have to beat this stupid song to get to the next  rude!
hate,-1,The storm is here and the electricity is gone
hate,-1,my eyes are streaming!! i HATE hayfever  it's so bad even my tablets aren't working!
hate,-1,@avrilchan never invite
hate,-1,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!
hate,-1,morning again! I hate mornings. So offensive!
hate,-1,hates typing on a mac. wishing that i'll be done my english essay soon.  sleeeepy
hate,-1,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock
hate,-1,"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!"
hate,-1,it keeps rainin on me
hate,-1,Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*
hate,-1,@dragonflyeyes nick's voice still makes me wanna kill things
hate,-1,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
hate,-1,my stupid tooooth hurts
hate,-1,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
hate,-1,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
hate,-1,"sososo bummed, like really bummed, i hate this rain, ruin my date..."
hate,-1,"im gonna die of a heart attack one of these days, if i keep going off to bed this angry.  GGGGGGG'NITEEEEEEEE"
hate,-1,"Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic"
hate,-1,@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive
sadness,-1,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
sadness,-1,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
sadness,-1,@NothinButSin sorry to hear that.
sadness,-1,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
sadness,-1,@HazelAngeli @V0TR0N  too bad Vo got me sick I think  &amp; I don't even have meds to feel like you.
sadness,-1,is still sick  sigh
sadness,-1,"@kenyaimagine ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry"
sadness,-1,@MariusLT I'm sorry about your bad driving experiences.
sadness,-1,no more arrested development. i am sad.
sadness,-1,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
sadness,-1,Sitting by myself. Everyone took the good seats.
sadness,-1,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.
sadness,-1,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
sadness,-1,@NellaGrl not really having a good night... missing my little girl...
sadness,-1,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
sadness,-1,Having Fever  dont feel to work
sadness,-1,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
sadness,-1,"@askegg I'm sorry, Andrew. I wish there was something I could do..."
sadness,-1,lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one
sadness,-1,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
sadness,-1,"Last day working for the Uni today, sad times"
sadness,-1,sometimes i wish things could go back to the way they were the beginning of last summer
sadness,-1,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
sadness,-1,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
sadness,-1,@lenje - Still a pity it comes with no lamb though
sadness,-1,Had a awesome time 2. Got2meet brandon rhyder! Unfortunatly i can't sleep n tomorrow.  back 2 the ole job. @pattymlt got my game face on!
sadness,-1,Upsidedown tomato plants died!
sadness,-1,"comfort food of the day: pan mee. though, it didnt taste any good.."
sadness,-1,@xoshayzers i knoww  things won't be the samee &lt;/3
sadness,-1,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
sadness,-1,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
sadness,-1,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
sadness,-1,@wired that is so sad
sadness,-1,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave"
sadness,-1,@shaundiviney i didnt get the msg!! :'( but i bought princess
sadness,-1,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
sadness,-1,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!
sadness,-1,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.
sadness,-1,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
sadness,-1,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
sadness,-1,Is miserable  i feel like im gona cry  sux!
sadness,-1,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
sadness,-1,@prncsztalia why do you hate me!?
sadness,-1,2orw!!!!! Nooooooo I want to go back to Newcastle!!!!
sadness,-1,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio
sadness,-1,@WillyNorthpole I wish I was there
sadness,-1,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
sadness,-1,Sad that Christian Lacroix had to file bankruptcy
sadness,-1,feels sick to my stomach and idkk whyy
sadness,-1,#jonaswebcast i just missed it!!!!
sadness,-1,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
sadness,-1,@lozzyx NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
sadness,-1,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
sadness,-1,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
sadness,-1,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
sadness,-1,"@rscheuer sorry, is only in spanish for the moment"
sadness,-1,dont wanna work 11-830 tomorrow  but i get paid
sadness,-1,not well
sadness,-1,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.
sadness,-1,Not feeling too good
sadness,-1,"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor"
sadness,-1,ALO is so sad and quiet and empty tonight
sadness,-1,home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it
sadness,-1,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
sadness,-1,I don't want her to leave..
sadness,-1,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
sadness,-1,Up late with nothin 2 do.....
sadness,-1,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad"
sadness,-1,@JasmineCJones  I was just thinking the same thing! I love our morning chats! We totally need 2 live 2gether full time. Lol
sadness,-1,"@IsaacMascote  i'm sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!"
sadness,-1,I feel so deflated. No more doggy.
sadness,-1,@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon
sadness,-1,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
sadness,-1,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
sadness,-1,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
sadness,-1,oh no my tweetdeck is malfunctioning :O il have web will its fixd
sadness,-1,@joek949 It's depressing I'm stuck inside all day
sadness,-1,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
sadness,-1,Sorry was that mean
sadness,-1,Can't sleep. Ugh. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
sadness,-1,Blackout in the city is never good
sadness,-1,I'm poorly and can't sleep
sadness,-1,Yea i just saw this really sad commercial
sadness,-1,Now I am depressed after watching so you think you can dance
sadness,-1,Matty is le tired.
sadness,-1,*sigh* I'm going to bed... I just don't feel right anymore...
sadness,-1,Nite Tweeple.  Tomorrow will be day 25 at work.
sadness,-1,Have decided I just can't stand @GuyKawasaki's Alltop spam any longer.
sadness,-1,its funny. i'm kinda sad on my last day
sadness,-1,@Saresa And I feel your pain.
sadness,-1,finally accepting the fact that all cute guys are taken
sadness,-1,so tired and i think i'm definitely going to get an ear infection.  going to bed &quot;early&quot; for once.
sadness,-1,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
sadness,-1,@ lyrically_Me   Why would you do that to me?!
sadness,-1,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
sadness,-1,"@SuzyDunkley sorry bout the cat,"
sadness,-1,So sleepy again and it's not even that late. I fail once again.
sadness,-1,@BarbSchaefer yearling in pet home died... very sad for their whole family
sadness,-1,farewelling an employee tonight...
sadness,-1,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)"
